□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
94,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202205,19,"3,600",6,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
95,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,31.3900,202205,17,"4,900",7,-,-,2004,3·15대로 34,-,중개거래,경남 창원마산합포구
96,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.2363,202205,13,"10,250",27,-,-,2019,동서동2길 60,-,중개거래,경남 창원의창구
97,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202205,13,"5,730",4,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
98,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202205,11,"5,750",10,-,-,2015,3·15대로 353,-,중개거래,경남 창원마산합포구
99,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,10,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
100,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,10,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
101,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202205,06,"3,950",3,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
102,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202205,04,"4,850",11,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
103,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,04,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
104,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,04,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
105,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202205,03,"5,300",10,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
106,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,30,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
107,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,30,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
108,경상남도 창원시 마산합포구 해운동,67-17,0067,0017,아카데미텔,25.1250,202204,29,"2,000",3,-,-,1997,월영동북로 12,-,중개거래,경남 창원마산합포구
109,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,29.0400,202204,28,"4,000",15,-,-,1999,해안대로 15,-,직거래,-
110,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,26,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
111,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,26,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
112,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,24,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
113,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,24,"2,600",11,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
114,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,24,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
115,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,25.9200,202204,23,"2,300",9,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
116,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,15,"2,600",11,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
117,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202204,14,"2,200",4,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
118,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202204,14,"3,500",9,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
119,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202204,14,"3,200",9,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
120,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202204,14,"5,000",3,-,-,2017,해안대로 376,-,직거래,-
121,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,43.0000,202204,14,"6,170",11,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
122,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,23.4500,202204,12,"2,500",15,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
123,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202204,12,"2,700",6,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
124,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202204,12,"3,850",9,-,-,2003,월영동로 7,20220419,중개거래,경남 창원마산합포구
125,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202204,12,"3,850",9,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
126,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202204,12,"2,700",7,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
127,경상남도 창원시 마산합포구 산호동,36-18,0036,0018,동원오피스텔,30.7800,202204,09,"3,250",8,-,-,2004,산호남2길 1,-,중개거래,경남 창원마산합포구
128,경상남도 창원시 마산합포구 오동동,322,0322,0000,중앙마린파이브아파트,31.9500,202204,05,"7,800",3,-,-,2014,오동동14길 67,-,중개거래,경남 창원마산합포구
129,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,04,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
130,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202204,04,"2,100",4,-,-,2002,문화남11길 144,-,중개거래,경남 창원마산합포구
131,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202204,04,"3,200",6,-,-,1998,합포남2길 6,-,직거래,-
132,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,04,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
133,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202204,04,"2,500",6,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
134,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202204,03,"5,700",7,-,-,1998,해안대로 97,20220412,중개거래,경남 창원마산합포구
135,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202204,03,"5,620",7,-,-,1998,해안대로 97,-,중개거래,경남 창원마산합포구
136,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202204,02,"5,200",10,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
137,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202203,31,"3,400",13,-,-,1998,합포남2길 6,-,직거래,-
138,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202203,31,"4,700",6,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
139,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202203,30,"6,900",9,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
140,경상남도 창원시 마산합포구 홍문동,12-1,0012,0001,(주)상신기업,51.0000,202203,28,"16,500",7,-,-,2012,문화남11길 7,-,직거래,-
141,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202203,23,"2,200",11,-,-,2006,해안대로 367,-,직거래,-
142,경상남도 창원시 마산합포구 오동동,28-1,0028,0001,오동동 다:숲,57.9361,202203,21,"11,700",2,-,-,2017,합포로 99,-,중개거래,경남 창원마산합포구
143,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202203,20,"2,700",11,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
144,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202203,19,"3,250",11,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
145,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,22.4650,202203,18,"4,470",8,-,-,2017,해안대로 376,-,직거래,-
146,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202203,18,"4,750",5,-,-,2017,해안대로 376,-,직거래,-
147,경상남도 창원시 마산합포구 월남동3가,1-1,0001,0001,엘렌시아 주상복합,82.7799,202203,16,"18,500",2,-,-,2016,3·15대로 64,-,중개거래,경남 창원마산합포구
148,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202203,12,"3,500",9,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
149,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202203,07,"3,300",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
150,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202203,05,"4,300",13,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
151,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202203,03,"4,960",10,-,-,2018,문화의길 15,-,직거래,-
152,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202203,03,"4,960",9,-,-,2018,문화의길 15,-,직거래,-
153,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,33.2711,202203,03,"6,000",4,-,-,2016,동촌길 185,-,중개거래,경남 창원마산합포구
154,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202203,02,"4,750",10,-,-,1998,해안대로 97,-,중개거래,경남 창원마산합포구
155,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202203,02,"3,200",5,-,-,1998,합포남2길 6,-,직거래,-
156,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202202,28,"2,200",4,-,-,2002,문화남11길 144,-,중개거래,경남 창원마산회원구
157,경상남도 창원시 마산합포구 월남동3가,1-1,0001,0001,엘렌시아 주상복합,82.8887,202202,27,"18,500",2,-,-,2016,3·15대로 64,-,중개거래,경남 창원마산합포구
158,경상남도 창원시 마산합포구 신포동2가,85-6,0085,0006,기전씨티텔,37.0800,202202,24,"2,770",5,-,-,1998,동서동2길 41,-,직거래,-
159,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202202,22,"6,500",8,-,-,2018,문화의길 15,-,직거래,-
160,경상남도 창원시 마산합포구 월영동,598-5,0598,0005,월영동 에드텔,31.5000,202202,22,"2,700",10,-,-,2000,밤밭고개로 395,-,중개거래,경남 창원시 마산합포구
161,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202202,22,"6,500",6,-,-,2018,문화의길 15,-,직거래,-
162,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202202,22,"8,000",4,-,-,2017,해안대로 376,-,직거래,-
163,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202202,18,"10,300",8,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
164,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202202,17,"6,500",6,-,-,2018,문화의길 15,20220413,직거래,-
165,경상남도 창원시 마산합포구 산호동,644,0644,0000,산호  베스티움,42.1267,202202,13,"9,500",2,-,-,2016, ,-,중개거래,경남 창원마산합포구
166,경상남도 창원시 마산합포구 월영동,598-5,0598,0005,월영동 에드텔,29.2500,202202,12,"2,800",4,-,-,2000,밤밭고개로 395,-,중개거래,경남 창원마산합포구
167,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,31.7700,202202,11,"3,200",7,-,-,2003,자산삼거리로 2-1,-,직거래,-
168,경상남도 창원시 마산합포구 오동동,322,0322,0000,중앙마린파이브아파트,40.9200,202202,09,"10,300",3,-,-,2014,오동동14길 67,-,중개거래,경남 창원마산합포구
169,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202202,08,"7,140",5,-,-,2018,문화의길 15,-,직거래,-
170,경상남도 창원시 마산합포구 월영동,598-5,0598,0005,월영동 에드텔,29.2500,202202,07,"3,050",5,-,-,2000,밤밭고개로 395,-,중개거래,경남 창원마산합포구
171,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,26.0514,202202,03,"5,100",7,-,-,2016,동촌길 185,-,중개거래,경남 창원마산합포구
172,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202202,02,"1,680",1,-,-,2002,문화남11길 144,-,중개거래,경남 창원마산합포구
173,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,28.0000,202201,29,"2,650",7,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
174,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,37.3500,202201,28,"5,100",3,-,-,2003,월영북로 61,-,직거래,-
175,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202201,27,"8,910",9,-,-,2017,해안대로 376,-,직거래,-
176,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202201,27,"8,910",9,-,-,2017,해안대로 376,-,직거래,-
177,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202201,27,"8,910",9,-,-,2017,해안대로 376,-,직거래,-
178,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202201,26,"7,140",5,-,-,2018,문화의길 15,-,직거래,-
179,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202201,23,"10,700",10,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
180,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,36.6000,202201,20,"5,300",2,-,-,2003,월영북로 61,-,중개거래,경남 창원마산합포구
181,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202201,19,"7,560",15,-,-,2018,문화의길 15,-,직거래,-
182,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202201,19,"7,560",15,-,-,2018,문화의길 15,-,직거래,-
183,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202201,19,"7,560",15,-,-,2018,문화의길 15,20220204,직거래,-
184,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202201,19,"7,560",15,-,-,2018,문화의길 15,20220204,직거래,-
185,경상남도 창원시 마산합포구 산호동,316-6,0316,0006,상신크루지움 오피스텔,58.0400,202201,19,"14,000",13,-,-,2015,합포로 162,-,중개거래,경남 창원마산합포구
186,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,37.3600,202201,18,"5,700",7,-,-,1998,해안대로 97,-,중개거래,경남 창원마산합포구
187,경상남도 창원시 마산합포구 해운동,67-17,0067,0017,아카데미텔,24.4850,202201,18,"2,000",5,-,-,1997,월영동북로 12,-,직거래,-
188,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,23.4000,202201,18,"2,600",4,-,-,2003,노산남7길 28,-,직거래,-
189,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202201,13,"10,500",5,-,-,2017, ,-,직거래,-
190,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202201,13,"3,000",5,-,-,1999,월영동13길 9,-,직거래,-
191,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202201,10,"3,470",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
192,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,27.3900,202201,09,"4,800",10,-,-,1999,해안대로 15,-,직거래,-
193,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202201,08,"10,700",8,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
194,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,54.8355,202201,07,"19,828",22,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
195,경상남도 창원시 마산합포구 창동,3-1,0003,0001,창동 오피스텔,28.4500,202201,06,"3,650",10,-,-,2003,북성로 5,-,중개거래,경남 창원마산합포구 경남 창원의창구
